N,replicate,model,strict_mean,soft_mean
5000,40,Llama-3.2-1B,0.3132,0.5688165
5000,40,Llama-3.2-3B,0.5188,0.7534219
5000,40,Qwen2.5-0.5B,0.1588,0.3947709
5000,40,Qwen2.5-1.5B,0.333,0.5829596
5000,40,Qwen2.5-3B,0.503,0.7367289
5000,40,Qwen2.5-7B,0.6174,0.8181699
5000,40,deepseek-v3,0.7728,0.9168109
5000,40,gemma-2-2b,0.5086,0.7422754
5000,40,gemma-2-9b,0.607,0.8029102
5000,40,llama3.1-405b,0.6954,0.8647868
5000,40,llama3.3-70b,0.7234,0.8910703
5000,40,mistral-large,0.7164,0.8886837
5000,40,qwen2.5-72b,0.647,0.8160447
5000,41,Llama-3.1-8B,0.5836,0.8016728
5000,41,Llama-3.2-1B,0.314,0.5708437
5000,41,Llama-3.2-3B,0.5136,0.7513039
5000,41,Qwen2.5-0.5B,0.163,0.39655548
5000,41,Qwen2.5-1.5B,0.3326,0.5853222
5000,41,Qwen2.5-3B,0.5052,0.737238
5000,41,Qwen2.5-7B,0.6158,0.8179258
5000,41,deepseek-v3,0.7712,0.91891193
5000,41,gemma-2-2b,0.51,0.743754
5000,41,gemma-2-9b,0.6044,0.8013131
5000,41,llama3.1-405b,0.6942,0.8642185
5000,41,llama3.3-70b,0.725,0.89252716
5000,41,mistral-large,0.7154,0.8881373
5000,41,qwen2.5-72b,0.6428,0.81423634
5000,42,Llama-3.1-8B,0.5848,0.7969606
5000,42,Llama-3.2-1B,0.3076,0.5650158
5000,42,Llama-3.2-3B,0.5154,0.75192195
5000,42,Qwen2.5-0.5B,0.1642,0.39662766
5000,42,Qwen2.5-1.5B,0.3288,0.5810994
5000,42,Qwen2.5-3B,0.5008,0.7308098
5000,42,Qwen2.5-7B,0.613,0.8145204
5000,42,deepseek-v3,0.7722,0.9158087
5000,42,gemma-2-2b,0.5166,0.7463422
5000,42,gemma-2-9b,0.6086,0.80190045
5000,42,llama3.1-405b,0.6958,0.86377794
5000,42,llama3.3-70b,0.7282,0.89183086
5000,42,mistral-large,0.7182,0.8888362
5000,42,qwen2.5-72b,0.6458,0.8140604
5000,43,Llama-3.1-8B,0.58,0.799316
5000,43,Llama-3.2-1B,0.313,0.571169
5000,43,Llama-3.2-3B,0.5144,0.7509516
5000,43,Qwen2.5-0.5B,0.157,0.39189643
5000,43,Qwen2.5-1.5B,0.3326,0.5814999
5000,43,Qwen2.5-3B,0.4974,0.73272586
5000,43,Qwen2.5-7B,0.6126,0.8129813
5000,43,deepseek-v3,0.7682,0.9154381
5000,43,gemma-2-2b,0.5056,0.7393876
5000,43,gemma-2-9b,0.609,0.804497
5000,43,llama3.1-405b,0.6884,0.8622034
5000,43,llama3.3-70b,0.7192,0.88783777
5000,43,mistral-large,0.7158,0.8869741
5000,43,qwen2.5-72b,0.6374,0.8119045
5000,44,Llama-3.1-8B,0.5784,0.7977903
5000,44,Llama-3.2-1B,0.3164,0.5702549
5000,44,Llama-3.2-3B,0.5164,0.75365233
5000,44,Qwen2.5-0.5B,0.1618,0.39744422
5000,44,Qwen2.5-1.5B,0.327,0.5794042
5000,44,Qwen2.5-3B,0.4996,0.73429805
5000,44,Qwen2.5-7B,0.6154,0.8183126
5000,44,deepseek-v3,0.7736,0.9186354
5000,44,gemma-2-2b,0.5122,0.745426
5000,44,gemma-2-9b,0.6008,0.80166936
5000,44,llama3.1-405b,0.6962,0.8662622
5000,44,llama3.3-70b,0.7202,0.889907
5000,44,mistral-large,0.7124,0.88608575
5000,44,qwen2.5-72b,0.6384,0.8101653
5000,45,Llama-3.1-8B,0.5872,0.80150306
5000,45,Llama-3.2-1B,0.3114,0.56806046
5000,45,Llama-3.2-3B,0.5162,0.7500254
5000,45,Qwen2.5-0.5B,0.154,0.3886281
5000,45,Qwen2.5-1.5B,0.3258,0.57732314
5000,45,Qwen2.5-3B,0.4998,0.73455876
5000,45,Qwen2.5-7B,0.6104,0.8153026
5000,45,deepseek-v3,0.7722,0.916099
5000,45,gemma-2-2b,0.5118,0.74255747
5000,45,gemma-2-9b,0.6064,0.80298513
5000,45,llama3.1-405b,0.6994,0.8649275
5000,45,llama3.3-70b,0.7312,0.893167
5000,45,mistral-large,0.723,0.88973486
5000,45,qwen2.5-72b,0.6482,0.8157474
5000,46,Llama-3.1-8B,0.589,0.80330914
5000,46,Llama-3.2-1B,0.3154,0.57480764
5000,46,Llama-3.2-3B,0.5198,0.7582394
5000,46,Qwen2.5-0.5B,0.1588,0.3907328
5000,46,Qwen2.5-1.5B,0.3284,0.5828965
5000,46,Qwen2.5-3B,0.5004,0.73706204
5000,46,Qwen2.5-7B,0.6154,0.81955576
5000,46,deepseek-v3,0.774,0.9194623
5000,46,gemma-2-2b,0.506,0.7411503
5000,46,gemma-2-9b,0.6084,0.8058379
5000,46,llama3.1-405b,0.6914,0.8631102
5000,46,llama3.3-70b,0.7248,0.8920317
5000,46,mistral-large,0.7154,0.8878945
5000,46,qwen2.5-72b,0.6412,0.81370544
5000,47,Llama-3.1-8B,0.5844,0.79875106
5000,47,Llama-3.2-1B,0.311,0.5697673
5000,47,Llama-3.2-3B,0.5152,0.7508913
5000,47,Qwen2.5-0.5B,0.1568,0.39268363
5000,47,Qwen2.5-1.5B,0.327,0.57930315
5000,47,Qwen2.5-3B,0.4912,0.7276075
5000,47,Qwen2.5-7B,0.6068,0.8126001
5000,47,deepseek-v3,0.77,0.9151318
5000,47,gemma-2-2b,0.5074,0.74035364
5000,47,gemma-2-9b,0.6,0.797792
5000,47,llama3.1-405b,0.6902,0.86240613
5000,47,llama3.3-70b,0.7194,0.8878954
5000,47,mistral-large,0.7176,0.88883114
5000,47,qwen2.5-72b,0.6376,0.8071932
5000,48,Llama-3.1-8B,0.582,0.7962372
5000,48,Llama-3.2-1B,0.3146,0.57351816
5000,48,Llama-3.2-3B,0.518,0.75425535
5000,48,Qwen2.5-0.5B,0.1588,0.39382318
5000,48,Qwen2.5-1.5B,0.3342,0.5829307
5000,48,Qwen2.5-3B,0.4998,0.7344449
5000,48,Qwen2.5-7B,0.6132,0.8146963
5000,48,deepseek-v3,0.7692,0.9155215
5000,48,gemma-2-2b,0.5108,0.74368286
5000,48,gemma-2-9b,0.6018,0.80099785
5000,48,llama3.1-405b,0.6928,0.86208963
5000,48,llama3.3-70b,0.7254,0.8902464
5000,48,mistral-large,0.7212,0.8887326
5000,48,qwen2.5-72b,0.6414,0.8101516
5000,49,Llama-3.1-8B,0.586,0.80101436
5000,49,Llama-3.2-1B,0.314,0.5671257
5000,49,Llama-3.2-3B,0.5196,0.7532293
5000,49,Qwen2.5-0.5B,0.1586,0.39347547
5000,49,Qwen2.5-1.5B,0.3302,0.57836026
5000,49,Qwen2.5-3B,0.5004,0.7327577
5000,49,Qwen2.5-7B,0.6106,0.81168264
5000,49,deepseek-v3,0.7676,0.9150302
5000,49,gemma-2-2b,0.5104,0.74264455
5000,49,gemma-2-9b,0.6056,0.80316216
5000,49,llama3.1-405b,0.692,0.8630622
5000,49,llama3.3-70b,0.7256,0.89070195
5000,49,mistral-large,0.7158,0.88766164
5000,49,qwen2.5-72b,0.6398,0.8097805
7523,0,Llama-3.1-8B,0.5848731,0.80002564
7523,0,Llama-3.2-1B,0.31397048,0.5712214
7523,0,Llama-3.2-3B,0.5154858,0.75191295
7523,0,Qwen2.5-0.5B,0.16017546,0.3949767
7523,0,Qwen2.5-1.5B,0.3316496,0.5811428
7523,0,Qwen2.5-3B,0.49966767,0.73448783
7523,0,Qwen2.5-7B,0.61518013,0.8172361
7523,0,deepseek-v3,0.7699056,0.9161997
7523,0,gemma-2-2b,0.51030177,0.74341637
7523,0,gemma-2-9b,0.60614115,0.8030084
7523,0,llama3.1-405b,0.69360626,0.8639233
7523,0,llama3.3-70b,0.7236475,0.8904322
7523,0,mistral-large,0.71779877,0.88869977
7523,0,qwen2.5-72b,0.6436262,0.8135229
7523,1,Llama-3.1-8B,0.5848731,0.80002564
7523,1,Llama-3.2-1B,0.31397048,0.5712214
7523,1,Llama-3.2-3B,0.5154858,0.75191295
7523,1,Qwen2.5-0.5B,0.16017546,0.3949767
7523,1,Qwen2.5-1.5B,0.3316496,0.5811428
7523,1,Qwen2.5-3B,0.49966767,0.73448783
7523,1,Qwen2.5-7B,0.61518013,0.8172361
7523,1,deepseek-v3,0.7699056,0.9161997
7523,1,gemma-2-2b,0.51030177,0.74341637
7523,1,gemma-2-9b,0.60614115,0.8030084
7523,1,llama3.1-405b,0.69360626,0.8639233
7523,1,llama3.3-70b,0.7236475,0.8904322
7523,1,mistral-large,0.71779877,0.88869977
7523,1,qwen2.5-72b,0.6436262,0.8135229
7523,2,Llama-3.1-8B,0.5848731,0.80002564
7523,2,Llama-3.2-1B,0.31397048,0.5712214
7523,2,Llama-3.2-3B,0.5154858,0.75191295
7523,2,Qwen2.5-0.5B,0.16017546,0.3949767
7523,2,Qwen2.5-1.5B,0.3316496,0.5811428
7523,2,Qwen2.5-3B,0.49966767,0.73448783
7523,2,Qwen2.5-7B,0.61518013,0.8172361
7523,2,deepseek-v3,0.7699056,0.9161997
7523,2,gemma-2-2b,0.51030177,0.74341637
7523,2,gemma-2-9b,0.60614115,0.8030084
7523,2,llama3.1-405b,0.69360626,0.8639233
7523,2,llama3.3-70b,0.7236475,0.8904322
7523,2,mistral-large,0.71779877,0.88869977
7523,2,qwen2.5-72b,0.6436262,0.8135229
7523,3,Llama-3.1-8B,0.5848731,0.80002564
7523,3,Llama-3.2-1B,0.31397048,0.5712214
7523,3,Llama-3.2-3B,0.5154858,0.75191295
7523,3,Qwen2.5-0.5B,0.16017546,0.3949767
7523,3,Qwen2.5-1.5B,0.3316496,0.5811428
7523,3,Qwen2.5-3B,0.49966767,0.73448783
7523,3,Qwen2.5-7B,0.61518013,0.8172361
7523,3,deepseek-v3,0.7699056,0.9161997
7523,3,gemma-2-2b,0.51030177,0.74341637
7523,3,gemma-2-9b,0.60614115,0.8030084
7523,3,llama3.1-405b,0.69360626,0.8639233
7523,3,llama3.3-70b,0.7236475,0.8904322
7523,3,mistral-large,0.71779877,0.88869977
7523,3,qwen2.5-72b,0.6436262,0.8135229
7523,4,Llama-3.1-8B,0.5848731,0.80002564
7523,4,Llama-3.2-1B,0.31397048,0.5712214
7523,4,Llama-3.2-3B,0.5154858,0.75191295
7523,4,Qwen2.5-0.5B,0.16017546,0.3949767
7523,4,Qwen2.5-1.5B,0.3316496,0.5811428
7523,4,Qwen2.5-3B,0.49966767,0.73448783
7523,4,Qwen2.5-7B,0.61518013,0.8172361
7523,4,deepseek-v3,0.7699056,0.9161997
7523,4,gemma-2-2b,0.51030177,0.74341637
7523,4,gemma-2-9b,0.60614115,0.8030084
7523,4,llama3.1-405b,0.69360626,0.8639233
7523,4,llama3.3-70b,0.7236475,0.8904322
7523,4,mistral-large,0.71779877,0.88869977
7523,4,qwen2.5-72b,0.6436262,0.8135229
7523,5,Llama-3.1-8B,0.5848731,0.80002564
7523,5,Llama-3.2-1B,0.31397048,0.5712214
7523,5,Llama-3.2-3B,0.5154858,0.75191295
7523,5,Qwen2.5-0.5B,0.16017546,0.3949767
7523,5,Qwen2.5-1.5B,0.3316496,0.5811428
7523,5,Qwen2.5-3B,0.49966767,0.73448783
7523,5,Qwen2.5-7B,0.61518013,0.8172361
7523,5,deepseek-v3,0.7699056,0.9161997
7523,5,gemma-2-2b,0.51030177,0.74341637
7523,5,gemma-2-9b,0.60614115,0.8030084
7523,5,llama3.1-405b,0.69360626,0.8639233
7523,5,llama3.3-70b,0.7236475,0.8904322
7523,5,mistral-large,0.71779877,0.88869977
7523,5,qwen2.5-72b,0.6436262,0.8135229
7523,6,Llama-3.1-8B,0.5848731,0.80002564
7523,6,Llama-3.2-1B,0.31397048,0.5712214
7523,6,Llama-3.2-3B,0.5154858,0.75191295
7523,6,Qwen2.5-0.5B,0.16017546,0.3949767
7523,6,Qwen2.5-1.5B,0.3316496,0.5811428
7523,6,Qwen2.5-3B,0.49966767,0.73448783
7523,6,Qwen2.5-7B,0.61518013,0.8172361
7523,6,deepseek-v3,0.7699056,0.9161997
7523,6,gemma-2-2b,0.51030177,0.74341637
7523,6,gemma-2-9b,0.60614115,0.8030084
7523,6,llama3.1-405b,0.69360626,0.8639233
7523,6,llama3.3-70b,0.7236475,0.8904322
7523,6,mistral-large,0.71779877,0.88869977
7523,6,qwen2.5-72b,0.6436262,0.8135229
7523,7,Llama-3.1-8B,0.5848731,0.80002564
7523,7,Llama-3.2-1B,0.31397048,0.5712214
7523,7,Llama-3.2-3B,0.5154858,0.75191295
7523,7,Qwen2.5-0.5B,0.16017546,0.3949767
7523,7,Qwen2.5-1.5B,0.3316496,0.5811428
7523,7,Qwen2.5-3B,0.49966767,0.73448783
7523,7,Qwen2.5-7B,0.61518013,0.8172361
7523,7,deepseek-v3,0.7699056,0.9161997
7523,7,gemma-2-2b,0.51030177,0.74341637
7523,7,gemma-2-9b,0.60614115,0.8030084
7523,7,llama3.1-405b,0.69360626,0.8639233
7523,7,llama3.3-70b,0.7236475,0.8904322
7523,7,mistral-large,0.71779877,0.88869977
7523,7,qwen2.5-72b,0.6436262,0.8135229
7523,8,Llama-3.1-8B,0.5848731,0.80002564
7523,8,Llama-3.2-1B,0.31397048,0.5712214
7523,8,Llama-3.2-3B,0.5154858,0.75191295
7523,8,Qwen2.5-0.5B,0.16017546,0.3949767
7523,8,Qwen2.5-1.5B,0.3316496,0.5811428
7523,8,Qwen2.5-3B,0.49966767,0.73448783
7523,8,Qwen2.5-7B,0.61518013,0.8172361
7523,8,deepseek-v3,0.7699056,0.9161997
7523,8,gemma-2-2b,0.51030177,0.74341637
7523,8,gemma-2-9b,0.60614115,0.8030084
7523,8,llama3.1-405b,0.69360626,0.8639233
7523,8,llama3.3-70b,0.7236475,0.8904322
7523,8,mistral-large,0.71779877,0.88869977
7523,8,qwen2.5-72b,0.6436262,0.8135229
7523,9,Llama-3.1-8B,0.5848731,0.80002564
7523,9,Llama-3.2-1B,0.31397048,0.5712214
7523,9,Llama-3.2-3B,0.5154858,0.75191295
7523,9,Qwen2.5-0.5B,0.16017546,0.3949767
7523,9,Qwen2.5-1.5B,0.3316496,0.5811428
7523,9,Qwen2.5-3B,0.49966767,0.73448783
7523,9,Qwen2.5-7B,0.61518013,0.8172361
7523,9,deepseek-v3,0.7699056,0.9161997
7523,9,gemma-2-2b,0.51030177,0.74341637
7523,9,gemma-2-9b,0.60614115,0.8030084
7523,9,llama3.1-405b,0.69360626,0.8639233
7523,9,llama3.3-70b,0.7236475,0.8904322
7523,9,mistral-large,0.71779877,0.88869977
7523,9,qwen2.5-72b,0.6436262,0.8135229
7523,10,Llama-3.1-8B,0.5848731,0.80002564
7523,10,Llama-3.2-1B,0.31397048,0.5712214
7523,10,Llama-3.2-3B,0.5154858,0.75191295
7523,10,Qwen2.5-0.5B,0.16017546,0.3949767
7523,10,Qwen2.5-1.5B,0.3316496,0.5811428
7523,10,Qwen2.5-3B,0.49966767,0.73448783
7523,10,Qwen2.5-7B,0.61518013,0.8172361
7523,10,deepseek-v3,0.7699056,0.9161997
7523,10,gemma-2-2b,0.51030177,0.74341637
7523,10,gemma-2-9b,0.60614115,0.8030084
7523,10,llama3.1-405b,0.69360626,0.8639233
7523,10,llama3.3-70b,0.7236475,0.8904322
7523,10,mistral-large,0.71779877,0.88869977
7523,10,qwen2.5-72b,0.6436262,0.8135229
7523,11,Llama-3.1-8B,0.5848731,0.80002564
7523,11,Llama-3.2-1B,0.31397048,0.5712214
7523,11,Llama-3.2-3B,0.5154858,0.75191295
7523,11,Qwen2.5-0.5B,0.16017546,0.3949767
7523,11,Qwen2.5-1.5B,0.3316496,0.5811428
7523,11,Qwen2.5-3B,0.49966767,0.73448783
7523,11,Qwen2.5-7B,0.61518013,0.8172361
7523,11,deepseek-v3,0.7699056,0.9161997
7523,11,gemma-2-2b,0.51030177,0.74341637
7523,11,gemma-2-9b,0.60614115,0.8030084
7523,11,llama3.1-405b,0.69360626,0.8639233
7523,11,llama3.3-70b,0.7236475,0.8904322
7523,11,mistral-large,0.71779877,0.88869977
7523,11,qwen2.5-72b,0.6436262,0.8135229
7523,12,Llama-3.1-8B,0.5848731,0.80002564
7523,12,Llama-3.2-1B,0.31397048,0.5712214
7523,12,Llama-3.2-3B,0.5154858,0.75191295
7523,12,Qwen2.5-0.5B,0.16017546,0.3949767
7523,12,Qwen2.5-1.5B,0.3316496,0.5811428
7523,12,Qwen2.5-3B,0.49966767,0.73448783
7523,12,Qwen2.5-7B,0.61518013,0.8172361
7523,12,deepseek-v3,0.7699056,0.9161997
7523,12,gemma-2-2b,0.51030177,0.74341637
7523,12,gemma-2-9b,0.60614115,0.8030084
7523,12,llama3.1-405b,0.69360626,0.8639233
7523,12,llama3.3-70b,0.7236475,0.8904322
7523,12,mistral-large,0.71779877,0.88869977
7523,12,qwen2.5-72b,0.6436262,0.8135229
7523,13,Llama-3.1-8B,0.5848731,0.80002564
7523,13,Llama-3.2-1B,0.31397048,0.5712214
7523,13,Llama-3.2-3B,0.5154858,0.75191295
7523,13,Qwen2.5-0.5B,0.16017546,0.3949767
7523,13,Qwen2.5-1.5B,0.3316496,0.5811428
7523,13,Qwen2.5-3B,0.49966767,0.73448783
7523,13,Qwen2.5-7B,0.61518013,0.8172361
7523,13,deepseek-v3,0.7699056,0.9161997
7523,13,gemma-2-2b,0.51030177,0.74341637
7523,13,gemma-2-9b,0.60614115,0.8030084
7523,13,llama3.1-405b,0.69360626,0.8639233
7523,13,llama3.3-70b,0.7236475,0.8904322
7523,13,mistral-large,0.71779877,0.88869977
7523,13,qwen2.5-72b,0.6436262,0.8135229
7523,14,Llama-3.1-8B,0.5848731,0.80002564
7523,14,Llama-3.2-1B,0.31397048,0.5712214
7523,14,Llama-3.2-3B,0.5154858,0.75191295
7523,14,Qwen2.5-0.5B,0.16017546,0.3949767
7523,14,Qwen2.5-1.5B,0.3316496,0.5811428
7523,14,Qwen2.5-3B,0.49966767,0.73448783
7523,14,Qwen2.5-7B,0.61518013,0.8172361
7523,14,deepseek-v3,0.7699056,0.9161997
7523,14,gemma-2-2b,0.51030177,0.74341637
7523,14,gemma-2-9b,0.60614115,0.8030084
7523,14,llama3.1-405b,0.69360626,0.8639233
7523,14,llama3.3-70b,0.7236475,0.8904322
7523,14,mistral-large,0.71779877,0.88869977
7523,14,qwen2.5-72b,0.6436262,0.8135229
7523,15,Llama-3.1-8B,0.5848731,0.80002564
7523,15,Llama-3.2-1B,0.31397048,0.5712214
7523,15,Llama-3.2-3B,0.5154858,0.75191295
7523,15,Qwen2.5-0.5B,0.16017546,0.3949767
7523,15,Qwen2.5-1.5B,0.3316496,0.5811428
7523,15,Qwen2.5-3B,0.49966767,0.73448783
7523,15,Qwen2.5-7B,0.61518013,0.8172361
7523,15,deepseek-v3,0.7699056,0.9161997
7523,15,gemma-2-2b,0.51030177,0.74341637
7523,15,gemma-2-9b,0.60614115,0.8030084
7523,15,llama3.1-405b,0.69360626,0.8639233
7523,15,llama3.3-70b,0.7236475,0.8904322
7523,15,mistral-large,0.71779877,0.88869977
7523,15,qwen2.5-72b,0.6436262,0.8135229
7523,16,Llama-3.1-8B,0.5848731,0.80002564
7523,16,Llama-3.2-1B,0.31397048,0.5712214
7523,16,Llama-3.2-3B,0.5154858,0.75191295
7523,16,Qwen2.5-0.5B,0.16017546,0.3949767
7523,16,Qwen2.5-1.5B,0.3316496,0.5811428
7523,16,Qwen2.5-3B,0.49966767,0.73448783
7523,16,Qwen2.5-7B,0.61518013,0.8172361
7523,16,deepseek-v3,0.7699056,0.9161997
7523,16,gemma-2-2b,0.51030177,0.74341637
7523,16,gemma-2-9b,0.60614115,0.8030084
7523,16,llama3.1-405b,0.69360626,0.8639233
7523,16,llama3.3-70b,0.7236475,0.8904322
7523,16,mistral-large,0.71779877,0.88869977
7523,16,qwen2.5-72b,0.6436262,0.8135229
7523,17,Llama-3.1-8B,0.5848731,0.80002564
7523,17,Llama-3.2-1B,0.31397048,0.5712214
7523,17,Llama-3.2-3B,0.5154858,0.75191295
7523,17,Qwen2.5-0.5B,0.16017546,0.3949767
7523,17,Qwen2.5-1.5B,0.3316496,0.5811428
7523,17,Qwen2.5-3B,0.49966767,0.73448783
7523,17,Qwen2.5-7B,0.61518013,0.8172361
7523,17,deepseek-v3,0.7699056,0.9161997
7523,17,gemma-2-2b,0.51030177,0.74341637
7523,17,gemma-2-9b,0.60614115,0.8030084
7523,17,llama3.1-405b,0.69360626,0.8639233
7523,17,llama3.3-70b,0.7236475,0.8904322
7523,17,mistral-large,0.71779877,0.88869977
7523,17,qwen2.5-72b,0.6436262,0.8135229
7523,18,Llama-3.1-8B,0.5848731,0.80002564
7523,18,Llama-3.2-1B,0.31397048,0.5712214
7523,18,Llama-3.2-3B,0.5154858,0.75191295
7523,18,Qwen2.5-0.5B,0.16017546,0.3949767
7523,18,Qwen2.5-1.5B,0.3316496,0.5811428
7523,18,Qwen2.5-3B,0.49966767,0.73448783
7523,18,Qwen2.5-7B,0.61518013,0.8172361
7523,18,deepseek-v3,0.7699056,0.9161997
7523,18,gemma-2-2b,0.51030177,0.74341637
7523,18,gemma-2-9b,0.60614115,0.8030084
7523,18,llama3.1-405b,0.69360626,0.8639233
7523,18,llama3.3-70b,0.7236475,0.8904322
7523,18,mistral-large,0.71779877,0.88869977
7523,18,qwen2.5-72b,0.6436262,0.8135229
7523,19,Llama-3.1-8B,0.5848731,0.80002564
7523,19,Llama-3.2-1B,0.31397048,0.5712214
7523,19,Llama-3.2-3B,0.5154858,0.75191295
7523,19,Qwen2.5-0.5B,0.16017546,0.3949767
7523,19,Qwen2.5-1.5B,0.3316496,0.5811428
7523,19,Qwen2.5-3B,0.49966767,0.73448783
7523,19,Qwen2.5-7B,0.61518013,0.8172361
7523,19,deepseek-v3,0.7699056,0.9161997
7523,19,gemma-2-2b,0.51030177,0.74341637
7523,19,gemma-2-9b,0.60614115,0.8030084
7523,19,llama3.1-405b,0.69360626,0.8639233
7523,19,llama3.3-70b,0.7236475,0.8904322
7523,19,mistral-large,0.71779877,0.88869977
7523,19,qwen2.5-72b,0.6436262,0.8135229
7523,20,Llama-3.1-8B,0.5848731,0.80002564
7523,20,Llama-3.2-1B,0.31397048,0.5712214
7523,20,Llama-3.2-3B,0.5154858,0.75191295
7523,20,Qwen2.5-0.5B,0.16017546,0.3949767
7523,20,Qwen2.5-1.5B,0.3316496,0.5811428
7523,20,Qwen2.5-3B,0.49966767,0.73448783
7523,20,Qwen2.5-7B,0.61518013,0.8172361
7523,20,deepseek-v3,0.7699056,0.9161997
7523,20,gemma-2-2b,0.51030177,0.74341637
7523,20,gemma-2-9b,0.60614115,0.8030084
7523,20,llama3.1-405b,0.69360626,0.8639233
7523,20,llama3.3-70b,0.7236475,0.8904322
7523,20,mistral-large,0.71779877,0.88869977
7523,20,qwen2.5-72b,0.6436262,0.8135229
7523,21,Llama-3.1-8B,0.5848731,0.80002564
7523,21,Llama-3.2-1B,0.31397048,0.5712214
7523,21,Llama-3.2-3B,0.5154858,0.75191295
7523,21,Qwen2.5-0.5B,0.16017546,0.3949767
7523,21,Qwen2.5-1.5B,0.3316496,0.5811428
7523,21,Qwen2.5-3B,0.49966767,0.73448783
7523,21,Qwen2.5-7B,0.61518013,0.8172361
7523,21,deepseek-v3,0.7699056,0.9161997
7523,21,gemma-2-2b,0.51030177,0.74341637
7523,21,gemma-2-9b,0.60614115,0.8030084
7523,21,llama3.1-405b,0.69360626,0.8639233
7523,21,llama3.3-70b,0.7236475,0.8904322
7523,21,mistral-large,0.71779877,0.88869977
7523,21,qwen2.5-72b,0.6436262,0.8135229
7523,22,Llama-3.1-8B,0.5848731,0.80002564
7523,22,Llama-3.2-1B,0.31397048,0.5712214
7523,22,Llama-3.2-3B,0.5154858,0.75191295
7523,22,Qwen2.5-0.5B,0.16017546,0.3949767
7523,22,Qwen2.5-1.5B,0.3316496,0.5811428
7523,22,Qwen2.5-3B,0.49966767,0.73448783
7523,22,Qwen2.5-7B,0.61518013,0.8172361
7523,22,deepseek-v3,0.7699056,0.9161997
7523,22,gemma-2-2b,0.51030177,0.74341637
7523,22,gemma-2-9b,0.60614115,0.8030084
7523,22,llama3.1-405b,0.69360626,0.8639233
7523,22,llama3.3-70b,0.7236475,0.8904322
7523,22,mistral-large,0.71779877,0.88869977
7523,22,qwen2.5-72b,0.6436262,0.8135229
7523,23,Llama-3.1-8B,0.5848731,0.80002564
7523,23,Llama-3.2-1B,0.31397048,0.5712214
7523,23,Llama-3.2-3B,0.5154858,0.75191295
7523,23,Qwen2.5-0.5B,0.16017546,0.3949767
7523,23,Qwen2.5-1.5B,0.3316496,0.5811428
7523,23,Qwen2.5-3B,0.49966767,0.73448783
7523,23,Qwen2.5-7B,0.61518013,0.8172361
7523,23,deepseek-v3,0.7699056,0.9161997
7523,23,gemma-2-2b,0.51030177,0.74341637
7523,23,gemma-2-9b,0.60614115,0.8030084
7523,23,llama3.1-405b,0.69360626,0.8639233
7523,23,llama3.3-70b,0.7236475,0.8904322
7523,23,mistral-large,0.71779877,0.88869977
7523,23,qwen2.5-72b,0.6436262,0.8135229
7523,24,Llama-3.1-8B,0.5848731,0.80002564
7523,24,Llama-3.2-1B,0.31397048,0.5712214
7523,24,Llama-3.2-3B,0.5154858,0.75191295
7523,24,Qwen2.5-0.5B,0.16017546,0.3949767
7523,24,Qwen2.5-1.5B,0.3316496,0.5811428
7523,24,Qwen2.5-3B,0.49966767,0.73448783
7523,24,Qwen2.5-7B,0.61518013,0.8172361
7523,24,deepseek-v3,0.7699056,0.9161997
7523,24,gemma-2-2b,0.51030177,0.74341637
7523,24,gemma-2-9b,0.60614115,0.8030084
7523,24,llama3.1-405b,0.69360626,0.8639233
7523,24,llama3.3-70b,0.7236475,0.8904322
7523,24,mistral-large,0.71779877,0.88869977
7523,24,qwen2.5-72b,0.6436262,0.8135229
7523,25,Llama-3.1-8B,0.5848731,0.80002564
7523,25,Llama-3.2-1B,0.31397048,0.5712214
7523,25,Llama-3.2-3B,0.5154858,0.75191295
7523,25,Qwen2.5-0.5B,0.16017546,0.3949767
7523,25,Qwen2.5-1.5B,0.3316496,0.5811428
7523,25,Qwen2.5-3B,0.49966767,0.73448783
7523,25,Qwen2.5-7B,0.61518013,0.8172361
7523,25,deepseek-v3,0.7699056,0.9161997
7523,25,gemma-2-2b,0.51030177,0.74341637
7523,25,gemma-2-9b,0.60614115,0.8030084
7523,25,llama3.1-405b,0.69360626,0.8639233
7523,25,llama3.3-70b,0.7236475,0.8904322
7523,25,mistral-large,0.71779877,0.88869977
7523,25,qwen2.5-72b,0.6436262,0.8135229
7523,26,Llama-3.1-8B,0.5848731,0.80002564
7523,26,Llama-3.2-1B,0.31397048,0.5712214
7523,26,Llama-3.2-3B,0.5154858,0.75191295
7523,26,Qwen2.5-0.5B,0.16017546,0.3949767
7523,26,Qwen2.5-1.5B,0.3316496,0.5811428
7523,26,Qwen2.5-3B,0.49966767,0.73448783
7523,26,Qwen2.5-7B,0.61518013,0.8172361
7523,26,deepseek-v3,0.7699056,0.9161997
7523,26,gemma-2-2b,0.51030177,0.74341637
7523,26,gemma-2-9b,0.60614115,0.8030084
7523,26,llama3.1-405b,0.69360626,0.8639233
7523,26,llama3.3-70b,0.7236475,0.8904322
7523,26,mistral-large,0.71779877,0.88869977
7523,26,qwen2.5-72b,0.6436262,0.8135229
7523,27,Llama-3.1-8B,0.5848731,0.80002564
7523,27,Llama-3.2-1B,0.31397048,0.5712214
7523,27,Llama-3.2-3B,0.5154858,0.75191295
7523,27,Qwen2.5-0.5B,0.16017546,0.3949767
7523,27,Qwen2.5-1.5B,0.3316496,0.5811428
